Ambiguous date pairs (both or neither archive file found):
2024-12-27 <-> 2024-12-30  files: True, True  count: 2
2025-01-15 <-> 2025-04-08  files: True, True  count: 2
2025-01-16 <-> 2025-01-17  files: True, True  count: 2
2025-01-16 <-> 2025-01-20  files: True, True  count: 2
2025-01-20 <-> 2025-01-21  files: True, True  count: 2
2025-01-21 <-> 2025-01-22  files: True, True  count: 2
2025-02-20 <-> 2025-02-21  files: True, True  count: 2
2025-04-02 <-> 2025-04-07  files: True, True  count: 2
2025-04-03 <-> 2025-11-04  files: True, True  count: 2
2025-04-09 <-> 2025-11-04  files: True, True  count: 2
2025-04-15 <-> 2025-04-16  files: True, True  count: 2
2025-04-23 <-> 2025-04-25  files: True, True  count: 2
2025-05-05 <-> 2025-05-13  files: True, True  count: 2
2025-05-14 <-> 2025-05-19  files: True, True  count: 2
2025-05-16 <-> 2025-05-19  files: True, True  count: 2
2025-05-26 <-> 2025-05-28  files: True, True  count: 2
2025-06-25 <-> 2025-07-07  files: True, True  count: 2
2025-06-27 <-> 2025-06-30  files: True, True  count: 2
2025-07-02 <-> 2025-07-04  files: True, True  count: 2
2025-07-10 <-> 2025-07-14  files: True, True  count: 2
2025-07-22 <-> 2025-07-25  files: True, True  count: 2
2025-07-23 <-> 2025-07-24  files: True, True  count: 2
2025-08-09 <-> 2025-11-09  files: False, False  count: 2
2025-08-12 <-> 2025-08-13  files: True, True  count: 2
2025-08-12 <-> 2025-12-12  files: True, True  count: 2
2025-08-13 <-> 2025-08-18  files: True, True  count: 2
2025-08-18 <-> 2025-08-20  files: True, True  count: 2
2025-08-18 <-> 2025-09-24  files: True, True  count: 2
2025-08-25 <-> 2025-10-13  files: True, True  count: 2
2025-09-09 <-> 2025-11-14  files: True, True  count: 2
2025-09-09 <-> 2025-11-28  files: True, True  count: 2
2025-09-18 <-> 2025-09-22  files: True, True  count: 2
2025-09-29 <-> 2025-09-30  files: True, True  count: 2
2025-10-03 <-> 2025-10-06  files: True, True  count: 2
2025-10-09 <-> 2025-10-10  files: True, True  count: 2
2025-10-14 <-> 2025-11-18  files: True, True  count: 2
2025-10-15 <-> 2025-10-20  files: True, True  count: 2
2025-10-16 <-> 2025-10-20  files: True, True  count: 2
2025-10-17 <-> 2025-10-20  files: True, True  count: 2
2025-10-17 <-> 2025-10-23  files: True, True  count: 2
2025-10-21 <-> 2025-10-23  files: True, True  count: 2
2025-10-24 <-> 2025-10-28  files: True, True  count: 2
2025-10-27 <-> 2025-10-28  files: True, True  count: 2
2025-10-28 <-> 2025-10-30  files: True, True  count: 2
2025-11-11 <-> 2025-11-13  files: True, True  count: 2
2025-11-12 <-> 2025-11-13  files: True, True  count: 2
2025-11-24 <-> 2025-11-25  files: True, True  count: 2
2025-11-25 <-> 2025-11-27  files: True, True  count: 2
2025-11-25 <-> 2025-12-02  files: True, True  count: 2
2025-12-02 <-> 2025-12-03  files: True, True  count: 2
2025-12-15 <-> 2025-12-17  files: True, True  count: 2
2025-12-18 <-> 2025-12-29  files: True, True  count: 2
2025-12-18 <-> 2026-01-07  files: True, True  count: 2
2025-12-22 <-> 2025-12-26  files: True, True  count: 2
2025-12-23 <-> 2025-12-24  files: True, True  count: 2
2025-12-29 <-> 2025-12-30  files: True, True  count: 2
2025-12-29 <-> 2025-12-31  files: True, True  count: 2
2026-01-06 <-> 2026-01-07  files: True, True  count: 2
2026-01-07 <-> 2026-01-08  files: True, True  count: 2
2026-01-13 <-> 2026-01-16  files: True, True  count: 2
2026-01-14 <-> 2026-01-19  files: True, True  count: 2
2026-01-16 <-> 2026-01-19  files: True, True  count: 2
2026-01-19 <-> 2026-01-28  files: True, True  count: 2
2026-01-29 <-> 2026-02-02  files: True, True  count: 2
2026-01-30 <-> 2026-04-23  files: True, True  count: 2
2026-02-04 <-> 2026-02-06  files: True, True  count: 2
2026-02-05 <-> 2026-02-06  files: True, True  count: 2
2026-02-09 <-> 2026-02-11  files: True, True  count: 2
2026-02-12 <-> 2026-02-16  files: True, True  count: 2
2026-02-13 <-> 2026-02-16  files: True, True  count: 2
2026-02-13 <-> 2026-02-18  files: True, True  count: 2
2026-02-16 <-> 2026-02-17  files: True, True  count: 2
2026-02-17 <-> 2026-02-20  files: True, True  count: 2
2026-02-17 <-> 2026-02-24  files: True, True  count: 2
2026-02-19 <-> 2026-02-20  files: True, True  count: 2
2026-02-25 <-> 2026-02-26  files: True, True  count: 2
2026-02-26 <-> 2026-02-27  files: True, True  count: 2
2026-03-06 <-> 2026-03-12  files: True, True  count: 2
2026-03-09 <-> 2026-03-10  files: True, True  count: 2
2026-03-17 <-> 2026-03-18  files: True, True  count: 2
2026-03-17 <-> 2026-03-19  files: True, True  count: 2
2026-03-18 <-> 2026-04-08  files: True, True  count: 2
2026-04-08 <-> 2026-04-10  files: True, True  count: 2
2026-04-16 <-> 2026-04-17  files: True, True  count: 2
2026-04-20 <-> 2026-04-27  files: True, True  count: 2
2026-04-24 <-> 2026-04-27  files: True, True  count: 2
2021-10-01 <-> 2021-10-04  files: True, True  count: 1
2021-10-01 <-> 2021-12-27  files: True, True  count: 1
2021-10-01 <-> 2022-07-07  files: True, True  count: 1
2021-10-04 <-> 2022-01-18  files: True, True  count: 1
2021-10-05 <-> 2021-11-09  files: True, True  count: 1
2021-10-05 <-> 2021-12-03  files: True, True  count: 1
2021-10-06 <-> 2021-10-07  files: True, True  count: 1
2021-10-06 <-> 2023-05-16  files: True, True  count: 1
2021-10-07 <-> 2021-10-08  files: True, True  count: 1
2021-10-07 <-> 2021-10-14  files: True, True  count: 1
2021-10-07 <-> 2021-11-09  files: True, True  count: 1
2021-10-07 <-> 2021-12-06  files: True, True  count: 1
2021-10-07 <-> 2021-12-09  files: True, True  count: 1
2021-10-08 <-> 2021-11-18  files: True, True  count: 1
2021-10-08 <-> 2023-11-20  files: True, True  count: 1
2021-10-12 <-> 2021-12-17  files: True, True  count: 1
2021-10-12 <-> 2022-03-03  files: True, True  count: 1
2021-10-12 <-> 2022-11-11  files: True, True  count: 1
2021-10-14 <-> 2021-10-26  files: True, True  count: 1
2021-10-14 <-> 2022-08-04  files: True, True  count: 1
2021-10-14 <-> 2023-09-06  files: True, True  count: 1
2021-10-18 <-> 2021-11-11  files: True, True  count: 1
2021-10-18 <-> 2021-12-23  files: True, True  count: 1
2021-10-18 <-> 2022-05-16  files: True, True  count: 1
2021-10-25 <-> 2022-10-11  files: True, True  count: 1
2021-10-26 <-> 2021-10-27  files: True, True  count: 1
2021-10-26 <-> 2021-12-10  files: True, True  count: 1
2021-10-26 <-> 2021-12-13  files: True, True  count: 1
2021-10-26 <-> 2021-12-29  files: True, True  count: 1
2021-10-27 <-> 2021-10-29  files: True, True  count: 1
2021-10-27 <-> 2021-11-03  files: True, True  count: 1
2021-10-27 <-> 2021-11-23  files: True, True  count: 1
2021-10-27 <-> 2021-12-22  files: True, True  count: 1
2021-10-27 <-> 2021-12-23  files: True, True  count: 1
2021-10-27 <-> 2022-02-02  files: True, True  count: 1
2021-10-27 <-> 2022-07-11  files: True, True  count: 1
2021-10-27 <-> 2023-03-16  files: True, True  count: 1
2021-10-28 <-> 2021-10-29  files: True, True  count: 1
2021-10-28 <-> 2021-11-22  files: True, True  count: 1
2021-10-28 <-> 2021-12-31  files: True, True  count: 1
2021-10-28 <-> 2022-02-07  files: True, True  count: 1
2021-10-28 <-> 2022-06-14  files: True, True  count: 1
2021-10-29 <-> 2022-08-30  files: True, True  count: 1
2021-11-03 <-> 2021-12-22  files: True, True  count: 1
2021-11-09 <-> 2022-01-20  files: True, True  count: 1
2021-11-09 <-> 2022-04-04  files: True, True  count: 1
2021-11-09 <-> 2022-10-12  files: True, True  count: 1
2021-11-09 <-> 2023-07-04  files: True, True  count: 1
2021-11-11 <-> 2021-12-13  files: True, True  count: 1
2021-11-12 <-> 2021-12-27  files: True, True  count: 1
2021-11-12 <-> 2025-05-06  files: True, True  count: 1
2021-11-15 <-> 2021-11-17  files: True, True  count: 1
2021-11-15 <-> 2021-11-26  files: True, True  count: 1
2021-11-15 <-> 2022-02-10  files: True, True  count: 1
2021-11-16 <-> 2021-11-22  files: True, True  count: 1
2021-11-16 <-> 2021-12-02  files: True, True  count: 1
2021-11-16 <-> 2021-12-22  files: True, True  count: 1
2021-11-17 <-> 2023-05-15  files: True, True  count: 1
2021-11-17 <-> 2024-12-13  files: True, True  count: 1
2021-11-17 <-> 2025-03-25  files: True, True  count: 1
2021-11-18 <-> 2021-11-23  files: True, True  count: 1
2021-11-18 <-> 2021-12-07  files: True, True  count: 1
2021-11-18 <-> 2021-12-29  files: True, True  count: 1
2021-11-18 <-> 2022-09-02  files: True, True  count: 1
2021-11-18 <-> 2024-03-01  files: True, True  count: 1
2021-11-22 <-> 2021-12-03  files: True, True  count: 1
2021-11-22 <-> 2023-02-16  files: True, True  count: 1
2021-11-23 <-> 2021-12-01  files: True, True  count: 1
2021-11-23 <-> 2021-12-03  files: True, True  count: 1
2021-11-23 <-> 2022-06-29  files: True, True  count: 1
2021-11-24 <-> 2021-12-08  files: True, True  count: 1
2021-11-25 <-> 2022-05-12  files: True, True  count: 1
2021-11-26 <-> 2021-11-29  files: True, True  count: 1
2021-11-26 <-> 2021-12-08  files: True, True  count: 1
2021-11-26 <-> 2022-04-25  files: True, True  count: 1
2021-11-26 <-> 2022-07-27  files: True, True  count: 1
2021-11-26 <-> 2023-05-08  files: True, True  count: 1
2021-11-29 <-> 2021-11-30  files: True, True  count: 1
2021-11-29 <-> 2023-04-28  files: True, True  count: 1
2021-11-30 <-> 2021-12-08  files: True, True  count: 1
2021-11-30 <-> 2022-04-26  files: True, True  count: 1
2021-11-30 <-> 2022-09-29  files: True, True  count: 1
2021-11-30 <-> 2024-12-19  files: True, True  count: 1
2021-12-01 <-> 2021-12-07  files: True, True  count: 1
2021-12-01 <-> 2022-09-22  files: True, True  count: 1
2021-12-02 <-> 2021-12-27  files: True, True  count: 1
2021-12-02 <-> 2022-01-06  files: True, True  count: 1
2021-12-02 <-> 2022-06-27  files: True, True  count: 1
2021-12-02 <-> 2022-07-08  files: True, True  count: 1
2021-12-03 <-> 2021-12-06  files: True, True  count: 1
2021-12-03 <-> 2021-12-13  files: True, True  count: 1
2021-12-03 <-> 2021-12-17  files: True, True  count: 1
2021-12-06 <-> 2021-12-10  files: True, True  count: 1
2021-12-06 <-> 2021-12-27  files: True, True  count: 1
2021-12-06 <-> 2023-05-02  files: True, True  count: 1
2021-12-06 <-> 2023-08-16  files: True, True  count: 1
2021-12-07 <-> 2021-12-09  files: True, True  count: 1
2021-12-07 <-> 2021-12-10  files: True, True  count: 1
2021-12-07 <-> 2021-12-13  files: True, True  count: 1
2021-12-07 <-> 2022-07-28  files: True, True  count: 1
2021-12-07 <-> 2022-08-04  files: True, True  count: 1
2021-12-09 <-> 2021-12-13  files: True, True  count: 1
2021-12-09 <-> 2021-12-14  files: True, True  count: 1
2021-12-09 <-> 2021-12-16  files: True, True  count: 1
2021-12-09 <-> 2022-04-22  files: True, True  count: 1
2021-12-09 <-> 2023-10-04  files: True, True  count: 1
2021-12-13 <-> 2021-12-16  files: True, True  count: 1
2021-12-13 <-> 2021-12-31  files: True, True  count: 1
2021-12-14 <-> 2021-12-29  files: True, True  count: 1
2021-12-14 <-> 2022-01-07  files: True, True  count: 1
2021-12-14 <-> 2025-04-23  files: True, True  count: 1
2021-12-15 <-> 2021-12-16  files: True, True  count: 1
2021-12-15 <-> 2021-12-30  files: True, True  count: 1
2021-12-15 <-> 2023-05-05  files: True, True  count: 1
2021-12-15 <-> 2023-05-18  files: True, True  count: 1
2021-12-16 <-> 2021-12-17  files: True, True  count: 1
2021-12-16 <-> 2022-01-04  files: True, True  count: 1
2021-12-16 <-> 2022-03-29  files: True, True  count: 1
2021-12-17 <-> 2021-12-21  files: True, True  count: 1
2021-12-17 <-> 2022-01-19  files: True, True  count: 1
2021-12-21 <-> 2022-01-06  files: True, True  count: 1
2021-12-23 <-> 2022-06-02  files: True, True  count: 1
2021-12-23 <-> 2022-11-09  files: True, True  count: 1
2021-12-24 <-> 2021-12-28  files: True, True  count: 1
2021-12-24 <-> 2021-12-31  files: True, True  count: 1
2021-12-24 <-> 2022-01-05  files: True, True  count: 1
2021-12-24 <-> 2022-01-17  files: True, True  count: 1
2021-12-24 <-> 2023-04-20  files: True, True  count: 1
2021-12-27 <-> 2025-08-21  files: True, True  count: 1
2021-12-27 <-> 2025-10-28  files: True, True  count: 1
2021-12-28 <-> 2022-01-19  files: True, True  count: 1
2021-12-28 <-> 2023-01-13  files: True, True  count: 1
2021-12-29 <-> 2023-01-16  files: True, True  count: 1
2021-12-30 <-> 2021-12-31  files: True, True  count: 1
2021-12-30 <-> 2022-04-05  files: True, True  count: 1
2021-12-30 <-> 2023-03-13  files: True, True  count: 1
2021-12-31 <-> 2022-01-04  files: True, True  count: 1
2022-01-03 <-> 2022-03-22  files: True, True  count: 1
2022-01-04 <-> 2022-01-05  files: True, True  count: 1
2022-01-06 <-> 2022-01-07  files: True, True  count: 1
2022-01-06 <-> 2022-04-05  files: True, True  count: 1
2022-01-06 <-> 2022-08-23  files: True, True  count: 1
2022-01-06 <-> 2024-05-14  files: True, True  count: 1
2022-01-10 <-> 2022-01-12  files: True, True  count: 1
2022-01-12 <-> 2022-06-21  files: True, True  count: 1
2022-01-13 <-> 2022-01-17  files: True, True  count: 1
2022-01-13 <-> 2022-03-29  files: True, True  count: 1
2022-01-13 <-> 2022-06-29  files: True, True  count: 1
2022-01-13 <-> 2023-04-20  files: True, True  count: 1
2022-01-13 <-> 2023-06-23  files: True, True  count: 1
2022-01-14 <-> 2022-02-01  files: True, True  count: 1
2022-01-14 <-> 2022-04-11  files: True, True  count: 1
2022-01-14 <-> 2024-12-04  files: True, True  count: 1
2022-01-17 <-> 2023-05-22  files: True, True  count: 1
2022-01-17 <-> 2024-12-30  files: True, True  count: 1
2022-01-17 <-> 2025-11-27  files: True, True  count: 1
2022-01-18 <-> 2022-01-20  files: True, True  count: 1
2022-01-18 <-> 2022-01-21  files: True, True  count: 1
2022-01-18 <-> 2022-01-28  files: True, True  count: 1
2022-01-18 <-> 2022-02-23  files: True, True  count: 1
2022-01-18 <-> 2024-12-31  files: True, True  count: 1
2022-01-18 <-> 2025-12-09  files: True, True  count: 1
2022-01-19 <-> 2022-02-02  files: True, True  count: 1
2022-01-19 <-> 2022-02-09  files: True, True  count: 1
2022-01-19 <-> 2025-01-01  files: True, True  count: 1
2022-01-20 <-> 2022-02-08  files: True, True  count: 1
2022-01-20 <-> 2024-01-25  files: True, True  count: 1
2022-01-21 <-> 2024-09-03  files: True, True  count: 1
2022-01-21 <-> 2025-12-26  files: True, True  count: 1
2022-02-01 <-> 2024-08-21  files: True, True  count: 1
2022-02-01 <-> 2025-04-16  files: True, True  count: 1
2022-02-02 <-> 2023-08-29  files: True, True  count: 1
2022-02-03 <-> 2022-02-11  files: True, True  count: 1
2022-02-03 <-> 2022-07-01  files: True, True  count: 1
2022-02-03 <-> 2023-06-15  files: True, True  count: 1
2022-02-03 <-> 2023-08-25  files: True, True  count: 1
2022-02-04 <-> 2022-02-09  files: True, True  count: 1
2022-02-04 <-> 2022-02-17  files: True, True  count: 1
2022-02-04 <-> 2022-07-01  files: True, True  count: 1
2022-02-07 <-> 2022-02-10  files: True, True  count: 1
2022-02-07 <-> 2025-12-17  files: True, True  count: 1
2022-02-08 <-> 2022-02-09  files: True, True  count: 1
2022-02-08 <-> 2025-03-25  files: True, True  count: 1
2022-02-09 <-> 2025-06-03  files: True, True  count: 1
2022-02-09 <-> 2026-04-10  files: True, True  count: 1
2022-02-10 <-> 2022-06-13  files: True, True  count: 1
2022-02-11 <-> 2022-03-09  files: True, True  count: 1
2022-02-11 <-> 2022-06-17  files: True, True  count: 1
2022-02-14 <-> 2022-08-18  files: True, True  count: 1
2022-02-14 <-> 2022-12-27  files: True, True  count: 1
2022-02-15 <-> 2022-05-20  files: True, True  count: 1
2022-02-17 <-> 2022-06-17  files: True, True  count: 1
2022-02-17 <-> 2026-04-23  files: True, True  count: 1
2022-02-18 <-> 2022-02-21  files: True, True  count: 1
2022-02-18 <-> 2022-03-16  files: True, True  count: 1
2022-02-22 <-> 2022-02-23  files: True, True  count: 1
2022-02-22 <-> 2022-03-04  files: True, True  count: 1
2022-02-22 <-> 2022-09-08  files: True, True  count: 1
2022-02-23 <-> 2022-03-14  files: True, True  count: 1
2022-02-23 <-> 2023-05-17  files: True, True  count: 1
2022-02-23 <-> 2025-06-05  files: True, True  count: 1
2022-02-25 <-> 2022-03-17  files: True, True  count: 1
2022-02-25 <-> 2022-06-21  files: True, True  count: 1
2022-02-28 <-> 2022-03-02  files: True, True  count: 1
2022-02-28 <-> 2022-06-08  files: True, True  count: 1
2022-02-28 <-> 2022-12-06  files: True, True  count: 1
2022-02-28 <-> 2023-01-10  files: True, True  count: 1
2022-03-02 <-> 2022-03-25  files: True, True  count: 1
2022-03-03 <-> 2023-11-24  files: True, True  count: 1
2022-03-04 <-> 2022-03-10  files: True, True  count: 1
2022-03-04 <-> 2022-06-15  files: True, True  count: 1
2022-03-04 <-> 2023-08-01  files: True, True  count: 1
2022-03-04 <-> 2025-10-20  files: True, True  count: 1
2022-03-08 <-> 2022-03-16  files: True, True  count: 1
2022-03-08 <-> 2022-03-30  files: True, True  count: 1
2022-03-08 <-> 2022-05-23  files: True, True  count: 1
2022-03-09 <-> 2022-05-09  files: True, True  count: 1
2022-03-10 <-> 2025-08-22  files: True, True  count: 1
2022-03-11 <-> 2022-03-21  files: True, True  count: 1
2022-03-11 <-> 2022-04-12  files: True, True  count: 1
2022-03-11 <-> 2022-10-27  files: True, True  count: 1
2022-03-14 <-> 2022-03-22  files: True, True  count: 1
2022-03-14 <-> 2022-04-05  files: True, True  count: 1
2022-03-14 <-> 2022-04-11  files: True, True  count: 1
2022-03-15 <-> 2022-03-23  files: True, True  count: 1
2022-03-15 <-> 2022-04-04  files: True, True  count: 1
2022-03-15 <-> 2022-09-06  files: True, True  count: 1
2022-03-15 <-> 2022-10-20  files: True, True  count: 1
2022-03-15 <-> 2025-07-25  files: True, True  count: 1
2022-03-16 <-> 2022-03-17  files: True, True  count: 1
2022-03-16 <-> 2024-09-06  files: True, True  count: 1
2022-03-16 <-> 2025-05-29  files: True, True  count: 1
2022-03-17 <-> 2026-01-30  files: True, True  count: 1
2022-03-21 <-> 2022-03-22  files: True, True  count: 1
2022-03-21 <-> 2022-10-27  files: True, True  count: 1
2022-03-21 <-> 2023-07-07  files: True, True  count: 1
2022-03-22 <-> 2022-04-06  files: True, True  count: 1
2022-03-22 <-> 2022-08-23  files: True, True  count: 1
2022-03-22 <-> 2022-09-21  files: True, True  count: 1
2022-03-22 <-> 2023-10-09  files: True, True  count: 1
2022-03-23 <-> 2022-04-01  files: True, True  count: 1
2022-03-23 <-> 2022-04-06  files: True, True  count: 1
